0.313508466902138,1
0.7944951037627053,1
4.56717594069719,1
4.6992339628290845,1
8.036418043937708,5
10.311412401792694,1
11.03528166925486,1
11.170723436913063,1
14.132355686039745,1
14.47327724087326,1
14.606722032694172,1
15.040409999640028,1
16.61624834264653,5
16.90615888109047,1
16.909121466101674,5
19.041910758362178,5
22.101693926285858,1
22.10255444374458,1
22.801289392670917,1
22.920922463511673,5
26.48431948231897,5
32.29577030051016,1
32.989970543274914,1
35.24998857801746,1
35.95078754708195,1
36.15680673998665,1
37.06154259408043,5
37.56808482444406,1
38.36655847036686,1
40.51502147677558,1
40.623338654936475,1
40.90098868421834,1
42.3766166593723,1
43.07593484350128,1
43.31296946267637,5
43.967467945229686,1
44.07011759463321,1
44.63098793359215,1
44.714492281325185,1
45.09334807029606,1
45.5207400257915,5
46.33754799785483,1
46.71146222100938,1
47.726977770357664,1
48.335964416115196,1
48.63037233368591,5
49.59209797043853,1
50.40940632137933,1
50.413003267371714,1
50.78497042608323,1
51.25544466570277,1
51.69474475915394,1
52.12644687635337,1
52.14162244980318,1
52.56526819793342,1
53.289900775349814,5
53.50488100772213,1
53.826679145772985,1
55.64002151044927,1
57.446179017296565,1
58.41668928365548,1
59.208003124414034,1
59.89136330019871,1
61.75045804710109,1
61.96388605462167,1
63.94771219289137,1
64.62643434404023,1
64.80677565837313,5
66.02096488585792,1
67.741125808558,1
70.06548554744495,5
70.29174032153311,5
70.97635011226227,1
72.00928780655832,1
72.01066543656866,1
72.55750482832835,1
74.232842968373,1
75.23247958667068,1
75.61716466596218,1
